"filename", "language", "JSON with Comments", "CSS", "HTML", "JSON", "TypeScript", "Markdown", "comment", "blank", "total"
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\home\home.component.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 3, 11
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\login\login.component.css", "CSS", 0, 39, 0, 0, 0, 0, 0, 10, 49
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\login\login.component.html", "HTML", 0, 0, 42, 0, 0, 0, 0, 9, 51
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\login\login.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\login\login.component.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 12, 76
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\logout\logout.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\logout\logout.component.html", "HTML", 0, 0, 15, 0, 0, 0, 0, 2, 17
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\logout\logout.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\routed\logout\logout.component.ts", "TypeScript", 0, 0, 0, 0, 30, 0, 0, 4, 34
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\dropdown-register-page\dropdown-register-page.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\dropdown-register-page\dropdown-register-page.component.html", "HTML", 0, 0, 13, 0, 0, 0, 0, 1, 14
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\dropdown-register-page\dropdown-register-page.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\dropdown-register-page\dropdown-register-page.component.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 7, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\menu\menu.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\menu\menu.component.html", "HTML", 0, 0, 42, 0, 0, 0, 0, 1, 43
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\menu\menu.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\menu\menu.component.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 6, 37
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\pagination-unrouted\pagination-unrouted.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\pagination-unrouted\pagination-unrouted.component.html", "HTML", 0, 0, 7, 0, 0, 0, 0, 0, 7
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\pagination-unrouted\pagination-unrouted.component.spec.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 1, 6, 29
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\pagination-unrouted\pagination-unrouted.component.ts", "TypeScript", 0, 0, 0, 0, 37, 0, 0, 11, 48
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\search-unrouted\search-unrouted.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\search-unrouted\search-unrouted.component.html", "HTML", 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\search-unrouted\search-unrouted.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\search-unrouted\search-unrouted.component.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 6, 23
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\sneaker-info-unrouted\sneaker-info-unrouted.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\sneaker-info-unrouted\sneaker-info-unrouted.component.html", "HTML", 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\sneaker-info-unrouted\sneaker-info-unrouted.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\sneaker-info-unrouted\sneaker-info-unrouted.component.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 3, 12
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\tipousuario-finder\tipousuario-finder.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\tipousuario-finder\tipousuario-finder.component.html", "HTML", 0, 0, 41, 0, 0, 0, 0, 3, 44
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\tipousuario-finder\tipousuario-finder.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\tipousuario-finder\tipousuario-finder.component.ts", "TypeScript", 0, 0, 0, 0, 99, 0, 1, 16, 116
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\usuario-finder\usuario-finder.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\usuario-finder\usuario-finder.component.html", "HTML", 0, 0, 59, 0, 0, 0, 0, 4, 63
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\usuario-finder\usuario-finder.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\component\shared\unrouted\usuario-finder\usuario-finder.component.ts", "TypeScript", 0, 0, 0, 0, 76, 0, 1, 11, 88
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\constants.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 2, 13
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\generic-types-interface.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 3, 20
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\generic.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 6, 32
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\model-interfaces.ts", "TypeScript", 0, 0, 0, 0, 78, 0, 0, 19, 97
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\producto-interface.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 6, 39
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\shared-interface.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 2, 15
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\tipoproducto-interface.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\tipousuario-interface.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\token-interface.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 7
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\model\usuario-interface.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 5, 46
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\crypto.service.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 6, 17
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\decode.service.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 9, 25
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\metadata.service.ts", "TypeScript", 0, 0, 0, 0, 504, 0, 151, 47, 702
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\pagination.service.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 6, 27
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\producto.service.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 16, 66
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\session.service.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 2, 21, 87
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\tipoproducto.service.ts", "TypeScript", 0, 0, 0, 0, 42, 0, 0, 13, 55
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\tipousuario.service.ts", "TypeScript", 0, 0, 0, 0, 42, 0, 0, 13, 55
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\app\service\usuario.service.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 19, 70
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 11, 4, 24
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\index.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 3, 25
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\main.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 4, 8
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\src\styles.css", "CSS", 0, 11, 0, 0, 0, 0, 3, 3, 17
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\tsconfig.app.json", "JSON", 0, 0, 0, 13, 0, 0, 1, 1, 15
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\tsconfig.json", "JSON with Comments", 33, 0, 0, 0, 0, 0, 1, 1, 35
"c:\Users\abeni\OneDrive\Escritorio\daw2\proyecto\sneakshopClient\tsconfig.spec.json", "JSON", 0, 0, 0, 13, 0, 0, 1, 1, 15
"Total", "-", 33, 457, 1833, 11762, 4118, 14, 214, 1157, 19588
